Time,Pressure
2148,444.27
2149,446.2
2150,446.37
2151,446.13
2152,448.38
2153,449.55
2154,448.06
2155,447.95
2156,448.73
2157,453.41
2158,454.16
2159,455.22
2160,453.86
2161,451.6
2162,452.61
2163,453.11
2164,454.25
2165,453.36
2166,452.57
2167,454.24
2168,458.26
2169,461.01
2170,460.56
2171,461.46
2172,458.4
2173,457.09
2174,457.89
2175,457.92
2176,460.3
2177,458.88
2178,461.95
2179,461.23
2180,465.01
2181,465.17
2182,463.17
2183,463.68
2184,462.31
2185,464.51
2186,469.03
2187,468.08
2188,473.8
2189,474.59
2190,476.07
2191,475.5
2192,473.17
2193,470.99
2194,471.86
2195,470.99
2196,473.14
2197,468.18
2198,466.21
2199,467.52
2200,468.8
2201,474.81
2202,471.19
2203,470.85
2204,463.36
2205,461.46
2206,461.27
2207,459.67
2208,460.82
2209,462.05
2210,464.81
2211,462.24
2212,462.71
2213,461.74
2214,454.59
2215,453.52
2216,452.36
2217,455.1
2218,459.04
2219,465.79
2220,465.47
2221,467.79
2222,469.1
2223,468.96
2224,467.66
2225,470.28
2226,466.85
2227,464.89
2228,460.83
2229,461.52
2230,462.61
2231,465.85
2232,473.77
2233,472.35
2234,468.42
2235,466.51
2236,467.91
2237,462.28
2238,463.06
2239,465.65
2240,465.42
2241,464.35
2242,462.35
2243,466.04
2244,465.03
2245,465.62
2246,463.57
2247,461.47
2248,458.29
2249,450.08
2250,449.93
2251,452.29
2252,454.16
2253,455.17
2254,453.69
2255,448.92
2256,453.3
2257,453.33
2258,453.11
2259,451.23
2260,445.45
2261,446.97
2262,449.47
2263,450.15
2264,454.97
2265,455.35
2266,458.8
2267,457.91
2268,457.1
2269,459.61
2270,459.68
2271,459.83
2272,462.47
2273,460.86
2274,461.17
2275,459.27
2276,459.11
2277,460.71
2278,460.34
2279,460.68
2280,460.83
2281,461.68
2282,461.67
2283,461.64
2284,465.97
2285,469.38
2286,470.05
2287,469.71
2288,466.95
2289,464.78
2290,465.82
2291,465.86
2292,467.44
2293,468.32
2294,470.39
2295,468.51
2296,470.42
2297,470.4
2298,472.79
2299,478.65
2300,481.14
2301,480.81
2302,481.19
2303,480.19
2304,481.46
2305,481.65
2306,482.55
2307,484.54
2308,485.22
2309,481.97
2310,482.72
2311,485.07
2312,486.91
2313,488.26
2314,483.81
2315,487.39
2316,485.65
2317,485.13
2318,485.42
2319,485.63
2320,482.12
2321,483.14
2322,483.16
2323,489.57
2324,490.05
2325,492.89
2326,491.88
2327,495.41
2328,495.52
2329,496.14
2330,495.07
2331,495.67
2332,495.95
2333,500.97
2334,503.2
2335,503.9
2336,503.12
2337,502.22
2338,500.71
2339,501.85
2340,505.24
2341,505.57
2342,506.08
2343,506.42
2344,507.01
2345,505.53
2346,507.17
2347,509.23
2348,506.13
2349,505.37
2350,504.92
2351,505.29
2352,508.49
2353,512.89
2354,512.15
2355,512.66
2356,513.55
2357,514.71
2358,514.26
2359,514.86
2360,520.48
2361,520.54
2362,520.12
2363,523.96
2364,523.56
2365,524.36
2366,524.37
2367,525.55
2368,527.74
2369,528.19
2370,527.07
2371,519.58
2372,519.19
2373,523.65
2374,528.59
2375,528.61
2376,528.59
2377,523.65
2378,523.58
2379,533.4
2380,533.49
2381,532.51
2382,535.6
2383,535.55
2384,533.13
2385,532.35
2386,527.94
2387,530.88
2388,536.05
2389,536.47
2390,537.12
2391,539.83
2392,545.22
2393,544.98
2394,543.98
2395,551.07
2396,549.71
2397,544.13
2398,542.43
2399,544.73
2400,543.87
2401,544.75
2402,547.09
2403,547.26
2404,553.99
2405,556.37
2406,557.19
2407,554.78
2408,560.89
2409,561
2410,559.89
2411,562.72
2412,558.46
2413,550.98
2414,553.54
2415,553.62
2416,556.63
2417,561.1
2418,561.61
2419,565.22
2420,562.93
2421,562.06
2422,559.64
2423,558.8
2424,558.75
2425,558.94
2426,560.03
2427,560.39
2428,559.71
2429,557.45
2430,555.11
2431,559.74
2432,558.57
2433,559.97
2434,559.04
2435,559.21
2436,558.11
2437,559.52
2438,557.14
2439,557.46
2440,560.1
2441,559.05
2442,560
2443,560.92
2444,561.88
2445,563.84
2446,569.17
2447,570.17
2448,570.29
2449,572.68
2450,573.91
2451,576.51
2452,578.77
2453,583.61
2454,583.35
2455,582.77
2456,584.2
2457,586.77
2458,583
2459,581.73
2460,581.81
2461,581.41
2462,581.04
2463,585.87
2464,584.41
2465,581.72
2466,582.34
2467,581.47
2468,582.63
2469,582.49
2470,578.37
2471,577.52
2472,579.46
2473,583.1
2474,584.5
2475,583.03
2476,586.78
2477,587.44
2478,590.65
2479,587.46
2480,585.06
2481,586.56
2482,582.47
2483,576.72
2484,579.7
2485,583.25
2486,581.5
2487,584.22
2488,589.72
2489,590.57
2490,588.46
2491,586.32
2492,591.71
2493,593.26
2494,592.72
2495,592.3
2496,589.29
2497,593.96
2498,597.34
2499,600.07
2500,596.85
2501,600.24
2502,598.4
2503,599.97
2504,601.32
2505,606.45
2506,607.64
2507,605.37
2508,606.98
2509,613.68
2510,617.68
2511,620.18
2512,616.17
2513,617.48
2514,619.52
2515,618.78
2516,621.69
2517,616.92
2518,616.34
2519,606.81
2520,611.93
2521,605.94
2522,610.49
2523,611.96
2524,614.3
2525,614.53
2526,614.12
2527,615.93
2528,620.73
2529,621.32
2530,617.7
2531,616.71
2532,618.46
2533,609.45
2534,598.48
2535,602.69
2536,601.81
2537,599.82
2538,608.44
2539,606.37
2540,608.24
2541,611.83
2542,613.4
2543,612.79
2544,619.96
2545,617.03
2546,621.62
2547,624.22
2548,630.15
2549,636.02
2550,638.46
2551,635.85
2552,641.43
2553,646.33
2554,649.93
2555,656.07
2556,656.37
2557,661.45
2558,660.51
2559,655.58
2560,651.32
2561,647.98
2562,640.65
2563,648.1
2564,658.86
2565,659.08
2566,650.46
2567,647.24
2568,644.75
2569,640.43
2570,644.37
2571,650.81
2572,655.79
2573,652
2574,653.65
2575,633.5
2576,640.02
2577,637.09
2578,638.55
2579,640.87
2580,641.43
2581,652.65
2582,651.69
2583,649.98
2584,649.19
2585,650.62
2586,650.04
2587,652.97
2588,648.91
2589,648.94
2590,645.5
2591,653.73
2592,655.26
2593,655.88
2594,655.86
2595,644.24
2596,642.19
2597,633.5
2598,631.18
2599,636.71
2600,642.49
2601,645
2602,641.61
2603,643.61
2604,645.07
2605,647.89
2606,651.58
2607,650.17
2608,652.87
2609,653.46
2610,654.16
2611,654.17
2612,654.58
2613,643.38
2614,641.63
2615,640.81
2616,638.26
2617,644.78
2618,645.44
2619,652.09
2620,661.51
2621,665.6
2622,665.42
2623,664.85
2624,668.91
2625,673.15
2626,672.76
2627,678.42
2628,676
2629,678.51
2630,672.23
2631,667.93
2632,671.7
2633,669.12
2634,667.68
2635,672.56
2636,678.44
2637,673.03
2638,673.31
2639,672.16
2640,670.97
2641,669.04
2642,667.92
2643,665.85
2644,665.16
2645,662.06
2646,661.96
2647,662.1
2648,666.84
2649,668.85
2650,668.48
2651,664.39
2652,668.55
2653,670.63
2654,675.88
2655,673.61
2656,672.4
2657,657.44
2658,652.54
2659,654.75
2660,656.06
2661,645.67
2662,646.19
2663,629.8
2664,628.37
2665,634.07
2666,643.56
2667,638.73
2668,633.77
2669,626.87
2670,626.65
2671,631.17
2672,635.9
2673,630.91
2674,635.26
2675,639.95
2676,650.02
2677,662.49
2678,660.23
2679,662.38
2680,664.16
2681,662.59
2682,662.1
2683,665.77
2684,660.2
2685,662.05
2686,662.28
2687,665.21
2688,666.58
2689,665.69
2690,665.07
2691,670.68
2692,667.03
2693,663.88
2694,666.4
2695,664.81
2696,657.4
2697,651.99
2698,654.72
2699,655.61
2700,649.44
2701,655.68
2702,663.76
2703,663.81
2704,667.28
2705,671.15
2706,680.54
2707,683.98
2708,682.94
2709,681.47
2710,683
2711,687.02
2712,686.48
2713,685.61
2714,685.83
2715,685.86
2716,686.19
2717,687.31
2718,689.08
2719,694.01
2720,692.78
2721,701.46
2722,703.38
2723,700.64
2724,696.74
2725,694.61
2726,700.66
2727,703.54
2728,702.57
2729,704.41
2730,706.99
2731,710.82
2732,709.85
2733,706.57
2734,707.27
2735,702.29
2736,700.92
2737,697.26
2738,701.5
2739,700.9
2740,705.27
2741,703.77
2742,706.73
2743,714.14
2744,724.59
2745,727.65
2746,730.82
2747,731.87
2748,729.56
2749,731.13
2750,735.88
2751,737.62
2752,737.02
2753,742.16
2754,743.95
2755,742.75
2756,748.73
2757,757.03
2758,755.96
2759,755
2760,757.02
2761,756.56
2762,748.28
2763,745.1
2764,744.38
2765,739.6
2766,749.76
2767,747.54
2768,740.73
2769,729.3
2770,728.64
2771,720.98
2772,726.04
2773,731.54
2774,745.76
2775,748.87
2776,746.92
2777,751.03
2778,755.82
2779,756.79
2780,753.85
2781,740.74
2782,737.01
2783,748.03
2784,747.65
2785,753.23
2786,748.41
2787,754.85
2788,759.5
2789,759.51
2790,768.86
2791,767.2
2792,769.75
2793,776.17
2794,776.7
2795,782.72
2796,786.23
2797,777.56
2798,770.52
2799,765.02
2800,765.02
2801,772.5
2802,784.17
2803,786.16
2804,786.73
2805,789.26
2806,778.28
2807,780.15
2808,789.56
2809,785.43
2810,789.59
2811,802.77
2812,811.82
2813,808.48
2814,816.29
2815,812.49
2816,802.8
2817,801.77
2818,810.28
2819,812.1
2820,805.68
2821,795.07
2822,790.82
2823,795.31
2824,790.95
2825,801.99
2826,798.56
2827,804.97
2828,813.65
2829,811.34
2830,804.26
2831,789.56
2832,793.17
2833,795.71
2834,789.66
2835,785.77
2836,782.65
2837,784.1
2838,790.89
2839,789.07
2840,790.5
2841,773.88
2842,757.12
2843,759.64
2844,750.11
2845,750.32
2846,757.9
2847,762.13
2848,766.12
2849,760.6
2850,758.34
2851,737.65
2852,743.73
2853,754.72
2854,763.53
2855,761.77
2856,766.34
2857,760.37
2858,774.61
2859,773.64
2860,771.18
2861,765.37
2862,772.96
2863,794.05
2864,801.34
2865,798.53
2866,812.97
2867,830.24
2868,827.76
2869,815.62
2870,820.26
2871,824.78
2872,837.66
2873,833.13
2874,836.04
2875,841.88
2876,829.75
2877,833.27
2878,841.66
2879,839.35
2880,835.66
2881,847.03
2882,849.71
2883,847.21
2884,844.08
2885,848.28
2886,846.36
2887,845.48
2888,840.11
2889,843.43
2890,858.01
2891,862.91
2892,865.27
2893,869.57
2894,883.44
2895,893.27
2896,893.9
2897,894.42
2898,889.06
2899,897.99
2900,898.7
2901,878.62
2902,896.34
2903,888.99
2904,883.68
2905,887.3
2906,885.14
2907,891.03
2908,904.03
2909,916.92
2910,912.2
2911,918.75
2912,907.54
2913,913.78
2914,916.68
2915,918.38
2916,925.76
2917,936.59
2918,931.61
2919,915.3
2920,912.94
2921,933.98
2922,936.56
2923,940.28
2924,938.79
2925,936.45
2926,942.29
2927,952.29
2928,954.29
2929,947.14
2930,950.3
2931,952.37
2932,960.32
2933,951.19
2934,933.54
2935,937
2936,926.53
2937,922.02
2938,924.77
2939,900.81
2940,912.49
2941,926.01
2942,939.35
2943,925.05
2944,923.54
2945,920.16
2946,913.02
2947,913.7
2948,903.67
2949,899.47
2950,927.58
2951,927.86
2952,930.87
2953,929.05
2954,931.2
2955,933.62
2956,919.03
2957,912.59
2958,923.91
2959,919.77
2960,945.64
2961,943
2962,947.29
2963,950.51
2964,955.43
2965,951.93
2966,944.48
2967,937.91
2968,945.22
2969,953.34
2970,947.28
2971,955.41
2972,960.46
2973,965.03
2974,972.69
2975,983.12
2976,973.84
2977,970.62
2978,966.98
2979,968.1
2980,970.28
2981,965.72
2982,955.25
2983,944.16
2984,955.61
2985,972.28
2986,968.49
2987,950.69
2988,941.64
2989,876.99
2990,921.85
2991,919.16
2992,903.68
2993,914.62
2994,938.99
2995,940.76
2996,942.76
2997,938.03
2998,927.51
2999,921.13
3000,923.78
3001,905.96
3002,916.66
3003,928.35
3004,946.2
3005,938.23
3006,944.59
3007,958.98
3008,963.09
3009,946.67
3010,950.82
3011,951.64
3012,955.4
3013,974.77
3014,971.68
3015,976.77
3016,973.1
3017,983.79
3018,982.37
3019,975.78
3020,969.79
3021,954.94
3022,953.39
3023,963.39
3024,968.04
3025,965.54
3026,955.3
3027,946.78
3028,953.7
3029,939.13
3030,932.7
3031,936.46
3032,953.36
3033,970.84
3034,970.43
3035,975.04
3036,977.07
3037,966.58
3038,964
3039,956.05
3040,927.69
3041,939.21
3042,952.12
3043,957.94
3044,950.73
3045,961.51
3046,978.6
3047,970.81
3048,963.04
3049,957.59
3050,956.95
3051,969.02
3052,977.46
3053,985.49
3054,980.28
3055,1001.27
3056,1006
3057,1006.9
3058,1003.54
3059,1012.46
3060,1010.74
3061,1019.01
3062,1020.01
3063,1024.14
3064,1020.09
3065,1022.76
3066,1032.08
3067,1028.28
3068,1034.21
3069,1038.14
3070,1030.56
3071,1042.9
3072,1048.67
3073,1049.34
3074,1047.7
3075,1052.02
3076,1047.33
3077,1035.05
3078,1055.69
3079,1052.31
3080,1064.25
3081,1068.47
3082,1069.92
3083,1068.61
3084,1079.27
3085,1080.45
3086,1085.52
3087,1089.74
3088,1099.16
3089,1095.55
3090,1105.65
3091,1101.93
3092,1100.8
3093,1095.44
3094,1093.55
3095,1101.75
3096,1108.15
3097,1120.01
3098,1122.7
3099,1121.38
3100,1109.55
3101,1101.65
3102,1110.67
3103,1109.69
3104,1115.75
3105,1119.32
3106,1108.17
3107,1122.72
3108,1123.65
3109,1126.67
3110,1130.54
3111,1119.58
3112,1107.9
3113,1086.54
3114,1085.11
3115,1094.63
3116,1111.75
3117,1121
3118,1122.07
3119,1115.5
3120,1104.92
3121,1095.14
3122,1108.14
3123,1106.64
3124,1115.79
3125,1118.86
3126,1117.37
3127,1108.73
3128,1105.82
3129,1109.52
3130,1119.06
3131,1114.64
3132,1110.47
3133,1094.02
3134,1092.23
3135,1097.6
3136,1090.82
3137,1090.98
3138,1093.22
3139,1082.73
3140,1094.83
3141,1113.86
3142,1115.72
3143,1118.41
3144,1112.28
3145,1094.58
3146,1098.84
3147,1077.01
3148,1087.59
3149,1107.11
3150,1106.37
3151,1100.65
3152,1103.24
3153,1119.49
3154,1132.88
3155,1129.28
3156,1133.2
3157,1138.49
3158,1133.84
3159,1148.56
3160,1146.42
3161,1157.31
3162,1154.66
3163,1166.37
3164,1158.56
3165,1164.33
3166,1165.19
3167,1177.58
3168,1174.81
3169,1183.99
3170,1186.75
3171,1184.1
3172,1165.07
3173,1164.08
3174,1139.75
3175,1140.8
3176,1147.27
3177,1130.24
3178,1125.21
3179,1142.95
3180,1120.67
3181,1112.44
3182,1072.12
3183,1081.43
3184,1089.63
3185,1089.45
3186,1083.14
3187,1068.98
3188,1084.22
3189,1074.91
3190,1062.75
3191,1083.67
3192,1101.2
3193,1098.06
3194,1091.6
3195,1081.18
3196,1088.14
3197,1092.86
3198,1084.19
3199,1042.59
3200,1027.14
3201,957.28
3202,994.24
3203,990.47
3204,982.26
3205,973.89
3206,1023.46
3207,1006.2
3208,980.19
3209,1009.06
3210,1029.72
3211,1037.68
3212,1045.48
3213,1018.87
3214,1020.09
3215,1023.89
3216,1029.63
3217,1066.09
3218,1042.72
3219,1044.75
3220,1048.69
3221,1049.02
3222,1017.01
3223,986.39
3224,1002.6
3225,988.56
3226,984.59
3227,970.68
3228,959.44
3229,984.39
3230,997.71
3231,994.8
3232,1005.53
3233,1047.49
3234,1056.42
3235,1062.39
3236,1063.93
3237,1069.92
3238,1078.48
3239,1070.67
3240,1072.32
3241,1065.34
3242,1068.09
3243,1085.93
3244,1098.67
3245,1111.6
3246,1110.84
3247,1118.67
3248,1133.85
3249,1141.01
3250,1130.2
3251,1128.26
3252,1120.97
3253,1117.69
3254,1125.72
3255,1135.86
3256,1139.32
3257,1144.48
3258,1152.61
3259,1163.55
3260,1188.21
3261,1182.99
3262,1186.87
3263,1192.29
3264,1163.63
3265,1175.28
3266,1171.25
3267,1150.14
3268,1176.74
3269,1187.7
3270,1181.38
3271,1183.49
3272,1165.02
3273,1166.46
3274,1141.2
3275,1162.83
3276,1161.94
3277,1179.98
3278,1188.03
3279,1202.84
3280,1203.57
3281,1228.54
3282,1226.27
3283,1225.49
3284,1241.81
3285,1231.93
3286,1229.23
3287,1228.1
3288,1244.78
3289,1272.34
3290,1269.73
3291,1275.09
3292,1263.88
3293,1239.51
3294,1234.4
3295,1212.19
3296,1243.26
3297,1252
3298,1256.62
3299,1235.16
3300,1225.19
3301,1233.98
3302,1252.31
3303,1243.17
3304,1265.37
3305,1279.64
3306,1273
3307,1261.99
3308,1272.07
3309,1248.49
3310,1239.4
3311,1243.77
3312,1216.14
3313,1223.55
3314,1254.04
3315,1230.13
3316,1241.87
3317,1224.03
3318,1237.28
3319,1239.19
3320,1272.14
3321,1271.18
3322,1253.41
3323,1245.02
3324,1238.33
3325,1236.16
3326,1225.5
3327,1227.7
3328,1246.64
3329,1275.47
3330,1282.73
3331,1279.84
3332,1286.84
3333,1297.68
3334,1294.59
3335,1307.26
3336,1306.36
3337,1297.82
3338,1316.55
3339,1299.29
3340,1297.01
3341,1262.14
3342,1268.59
3343,1289.99
3344,1282.8
3345,1310.17
3346,1300.75
3347,1286.37
3348,1293.72
3349,1321.12
3350,1317.89
3351,1326.89
3352,1343.98
3353,1348.35
3354,1358.63
3355,1349.82
3356,1328.44
3357,1322.85
3358,1319
3359,1289.48
3360,1306.17
3361,1336.12
3362,1358.83
3363,1356.85
3364,1360.04
3365,1362.8
3366,1350.91
3367,1342.83
3368,1335.18
3369,1354.63
3370,1332
3371,1347.31
3372,1332.05
3373,1345
3374,1340.3
3375,1355.61
3376,1364
3377,1367.56
3378,1337.8
3379,1339.49
3380,1333.32
3381,1344.23
3382,1338.83
3383,1330.29
3384,1306.65
3385,1284.4
3386,1304.76
3387,1281.41
3388,1301.84
3389,1294.26
3390,1294.81
3391,1299.54
3392,1327.75
3393,1334.52
3394,1317.33
3395,1318.64
3396,1302.82
3397,1293.64
3398,1294
3399,1301.16
3400,1330.41
3401,1339.9
3402,1342.84
3403,1349
3404,1335.88
3405,1333.06
3406,1315.78
3407,1315.31
3408,1331.35
3409,1351.45
3410,1372.71
3411,1380.96
3412,1391.22
3413,1388.12
3414,1395.86
3415,1394.42
3416,1403.28
3417,1399.1
3418,1393.56
3419,1398.17
3420,1409.62
3421,1418.78
3422,1407.65
3423,1377.1
3424,1379.29
3425,1360.97
3426,1356.94
3427,1347.76
3428,1362.84
3429,1365.4
3430,1341.03
3431,1328.72
3432,1328.05
3433,1322.18
3434,1305.33
3435,1313.71
3436,1300.29
3437,1297.8
3438,1281.43
3439,1301.93
3440,1298.16
3441,1327.68
3442,1330.77
3443,1344.16
3444,1332.84
3445,1323.59
3446,1336.61
3447,1360.22
3448,1363.5
3449,1381.79
3450,1362.01
3451,1348.27
3452,1324.02
3453,1320.41
3454,1331.07
3455,1319.11
3456,1357.24
3457,1350.45
3458,1344.15
3459,1347.66
3460,1351.66
3461,1344.13
3462,1336.29
3463,1317.97
3464,1318.48
3465,1335.42
3466,1335.53
3467,1307.58
3468,1310.51
3469,1280.41
3470,1277.36
3471,1283.31
3472,1282.2
3473,1268.37
3474,1282.71
3475,1282.81
3476,1304.6
3477,1301.35
3478,1325.4
3479,1317.64
3480,1336.02
3481,1335.21
3482,1313.04
3483,1285.55
3484,1283.42
3485,1247.41
3486,1254.13
3487,1261.32
3488,1289.43
3489,1283.61
3490,1301.65
3491,1293.63
3492,1281.91
3493,1296.71
3494,1342.44
3495,1362.93
3496,1354.12
3497,1347.74
3498,1354.93
3499,1362.64
3500,1370.23
3501,1377.01
3502,1365.28
3503,1373.46
3504,1381.46
3505,1396.06
3506,1394.39
3507,1420.03
3508,1410.71
3509,1424.94
3510,1422
3511,1420.94
3512,1404.64
3513,1417.08
3514,1416.62
3515,1407.83
3516,1388.91
3517,1397.72
3518,1409.04
3519,1433.3
3520,1423.34
3521,1409.17
3522,1403.88
3523,1408.11
3524,1417.04
3525,1415.22
3526,1403.17
3527,1413.33
3528,1418.78
3529,1421.05
3530,1418.09
3531,1433.43
3532,1436.13
3533,1458.34
3534,1457.09
3535,1457.66
3536,1463.46
3537,1464.47
3538,1469.25
3539,1455.22
3540,1399.42
3541,1402.11
3542,1403.45
3543,1441.47
3544,1457.6
3545,1438.56
3546,1432.25
3547,1449.68
3548,1465.15
3549,1455.14
3550,1455.9
3551,1445.57
3552,1441.36
3553,1401.53
3554,1410.03
3555,1404.09
3556,1398.56
3557,1360.16
3558,1394.46
3559,1409.28
3560,1409.12
3561,1424.97
3562,1424.37
3563,1424.24
3564,1441.72
3565,1411.7
3566,1416.83
3567,1387.12
3568,1389.94
3569,1402.05
3570,1387.67
3571,1388.25
3572,1346.09
3573,1352.17
3574,1360.69
3575,1353.43
3576,1333.36
3577,1348.05
3578,1366.42
3579,1379.19
3580,1381.76
3581,1409.17
3582,1391.28
3583,1355.62
3584,1366.7
3585,1401.69
3586,1395.07
3587,1383.62
3588,1359.15
3589,1392.14
3590,1458.47
3591,1464.47
3592,1456.63
3593,1493.87
3594,1500.64
3595,1527.35
3596,1527.46
3597,1523.86
3598,1507.73
3599,1508.52
3600,1487.92
3601,1498.58
3602,1505.97
3603,1494.73
3604,1487.37
3605,1501.34
3606,1516.35
3607,1504.46
3608,1500.59
3609,1467.17
3610,1440.51
3611,1356.56
3612,1401.44
3613,1441.61
3614,1427.47
3615,1434.54
3616,1429.86
3617,1477.44
3618,1460.99
3619,1464.92
3620,1452.43
3621,1468.25
3622,1446.29
3623,1415.1
3624,1409.57
3625,1432.63
3626,1424.17
3627,1412.14
3628,1383.05
3629,1407.81
3630,1420.96
3631,1452.36
3632,1466.04
3633,1447.8
3634,1437.21
3635,1406.95
3636,1400.72
3637,1373.86
3638,1399.05
3639,1381.52
3640,1378.02
3641,1422.45
3642,1420.6
3643,1448.81
3644,1477.26
3645,1467.63
3646,1457.84
3647,1471.36
3648,1461.67
3649,1456.95
3650,1446
3651,1469.44
3652,1470.54
3653,1478.73
3654,1464.46
3655,1486
3656,1475.95
3657,1479.13
3658,1452.18
3659,1441.48
3660,1455.25
3661,1450.55
3662,1454.82
3663,1442.39
3664,1454.6
3665,1469.32
3666,1446.23
3667,1456.67
3668,1478.9
3669,1475.62
3670,1480.88
3671,1492.92
3672,1495.84
3673,1509.98
3674,1510.49
3675,1493.74
3676,1481.96
3677,1495.47
3678,1480.19
3679,1464.29
3680,1474.47
3681,1452.42
3682,1449.62
3683,1419.89
3684,1430.83
3685,1438.1
3686,1438.7
3687,1452.56
3688,1462.93
3689,1479.32
3690,1482.81
3691,1472.87
3692,1460.25
3693,1471.84
3694,1491.56
3695,1484.43
3696,1479.85
3697,1496.07
3698,1491.72
3699,1499.48
3700,1498.13
3701,1505.97
3702,1508.31
3703,1506.46
3704,1514.09
3705,1509.84
3706,1502.59
3707,1517.68
3708,1520.77
3709,1507.08
3710,1492.25
3711,1502.51
3712,1494.5
3713,1489.26
3714,1481.99
3715,1484.91
3716,1480.87
3717,1465.81
3718,1444.51
3719,1459.9
3720,1451.34
3721,1449.05
3722,1448.72
3723,1439.03
3724,1427.21
3725,1426.57
3726,1458.29
3727,1436.51
3728,1436.23
3729,1426.46
3730,1434.32
3731,1436.28
3732,1408.99
3733,1402.03
3734,1387.02
3735,1364.59
3736,1329.78
3737,1374.17
3738,1374.62
3739,1349.97
3740,1342.13
3741,1388.76
3742,1396.93
3743,1395.78
3744,1398.13
3745,1364.9
3746,1364.44
3747,1379.58
3748,1398.66
3749,1429.4
3750,1421.22
3751,1428.32
3752,1426.69
3753,1432.19
3754,1431.87
3755,1409.28
3756,1400.14
3757,1365.98
3758,1351.26
3759,1382.95
3760,1389.81
3761,1372.32
3762,1367.72
3763,1342.62
3764,1347.35
3765,1322.36
3766,1341.77
3767,1348.97
3768,1336.09
3769,1341.91
3770,1314.95
3771,1315.23
3772,1324.97
3773,1376.54
3774,1351.46
3775,1343.55
3776,1369.89
3777,1380.2
3778,1371.18
3779,1359.99
3780,1340.93
3781,1312.15
3782,1322.74
3783,1305.6
3784,1264.74
3785,1274.86
3786,1305.97
3787,1315.19
3788,1328.92
3789,1334.22
3790,1320.28
3791,1283.27
3792,1347.56
3793,1333.34
3794,1298.35
3795,1295.86
3796,1300.8
3797,1313.27
3798,1326.82
3799,1318.32
3800,1326.65
3801,1329.47
3802,1347.97
3803,1342.55
3804,1342.9
3805,1360.4
3806,1364.3
3807,1357.51
3808,1354.95
3809,1364.17
3810,1373.73
3811,1366.01
3812,1373.47
3813,1349.47
3814,1354.31
3815,1352.26
3816,1340.89
3817,1332.53
3818,1314.76
3819,1330.31
3820,1318.8
3821,1315.92
3822,1326.61
3823,1301.53
3824,1278.94
3825,1255.27
3826,1252.82
3827,1245.86
3828,1267.65
3829,1257.94
3830,1239.94
3831,1241.23
3832,1234.18
3833,1241.41
3834,1253.8
3835,1261.89
3836,1264.74
3837,1233.42
3838,1180.16
3839,1197.66
3840,1166.71
3841,1173.56
3842,1150.53
3843,1170.81
3844,1142.62
3845,1122.14
3846,1117.58
3847,1139.83
3848,1152.69
3849,1182.17
3850,1153.29
3851,1147.95
3852,1160.33
3853,1145.87
3854,1106.46
3855,1103.25
3856,1151.44
3857,1128.43
3858,1137.59
3859,1168.38
3860,1165.89
3861,1183.5
3862,1179.68
3863,1191.81
3864,1238.16
3865,1253.7
3866,1242.98
3867,1224.36
3868,1209.47
3869,1228.75
3870,1234.52
3871,1253.05
3872,1249.46
3873,1266.44
3874,1267.43
3875,1248.58
3876,1266.61
3877,1263.51
3878,1261.2
3879,1255.54
3880,1255.18
3881,1245.67
3882,1248.92
3883,1249.44
3884,1284.99
3885,1288.49
3886,1291.96
3887,1312.83
3888,1309.38
3889,1289.05
3890,1293.17
3891,1277.89
3892,1267.93
3893,1248.08
3894,1255.82
3895,1260.67
3896,1267.11
3897,1283.57
3898,1270.03
3899,1276.96
3900,1264.96
3901,1254.39
3902,1255.85
3903,1241.6
3904,1219.87
3905,1214.36
3906,1208.43
3907,1212.58
3908,1223.14
3909,1237.04
3910,1225.35
3911,1218.6
3912,1216.76
3913,1211.07
3914,1226.2
3915,1224.42
3916,1236.72
3917,1234.45
3918,1219.24
3919,1190.59
3920,1198.78
3921,1181.52
3922,1180.18
3923,1208.14
3924,1215.68
3925,1202.45
3926,1214.44
3927,1207.71
3928,1215.02
3929,1210.85
3930,1191.03
3931,1171.65
3932,1190.49
3933,1202.93
3934,1205.82
3935,1204.52
3936,1211.23
3937,1215.93
3938,1220.75
3939,1214.35
3940,1200.48
3941,1204.4
3942,1183.53
3943,1183.43
3944,1190.16
3945,1191.29
3946,1186.73
3947,1178.02
3948,1181.66
3949,1161.97
3950,1171.41
3951,1157.26
3952,1165.31
3953,1162.09
3954,1184.93
3955,1179.21
3956,1161.51
3957,1148.6
3958,1129.03
3959,1133.58
3960,1132.94
3961,1131.74
3962,1106.4
3963,1085.78
3964,1092.54
3965,1038.77
3966,1032.74
3967,1016.1
3968,984.54
3969,965.8
3970,1003.45
3971,1012.27
3972,1007.04
3973,1018.61
3974,1040.94
3975,1038.55
3976,1051.33
3977,1072.28
3978,1069.62
3979,1071.38
3980,1062.44
3981,1056.75
3982,1080.99
3983,1097.43
3984,1091.65
3985,1089.98
3986,1097.54
3987,1077.09
3988,1068.61
3989,1073.48
3990,1089.9
3991,1084.78
3992,1085.2
3993,1100.09
3994,1104.61
3995,1078.3
3996,1059.79
3997,1059.78
3998,1084.1
3999,1087.2
4000,1102.84
4001,1118.86
4002,1115.8
4003,1118.54
4004,1120.31
4005,1118.33
4006,1139.09
4007,1141.21
4008,1142.24
4009,1138.65
4010,1151.06
4011,1142.66
4012,1137.03
4013,1150.34
4014,1157.42
4015,1149.5
4016,1128.52
4017,1140.2
